repo_owner,repo_name,username,date,total_additions,total_deletions,commit_count,pr_count,issue_count
rkhxream,2020-1-OSS-4,xedzgfvf,2020-06-07,162,0,2,1,0
rkhxream,2020-1-OSS-4,xedzgfvf,2020-06-08,476,8,2,1,0
pjzqkcwk,WebSite-demo,vhjnlesb,2022-07-12,132875,133049,10,2,0
niygvsps,Yolov5_DeepSort_Pytorch,zymhxlmp,2021-11-17,229,223,2,1,0
pjzqkcwk,WebSite-demo,vhjnlesb,2022-08-02,5290,1540,2,1,0
kdascblm,2019-1-OSS-E2,acfovdxx,2019-06-10,2577,404,39,12,0
kdascblm,2019-1-OSS-E2,acfovdxx,2019-06-06,462,72,13,3,0
niygvsps,Yolov5_DeepSort_Pytorch,asvpyioe,2021-10-30,48,40,1,1,0
niygvsps,Yolov5_DeepSort_Pytorch,zymhxlmp,2021-11-11,13,6,1,1,0
mucaqkna,BAEKJOON,cfqyiryl,2023-01-22,417,8,10,1,0
kdascblm,2019-1-OSS-E2,acfovdxx,2019-06-07,47,16,3,3,0
rkhxream,2020-1-OSS-7,tpevktga,2020-06-10,134,2,5,1,0
rkhxream,2020-1-OSS-7,tpevktga,2020-06-09,1489,349,12,2,0
niygvsps,Yolov5_DeepSort_Pytorch,asvpyioe,2021-07-30,43944,149,1,1,0
kdascblm,2019-1-OSS-E3,xyyjnvhv,2019-05-28,22,0,4,1,0
rkhxream,c9-python-getting-started,ybmlneou,2020-06-05,8,8,4,2,0
rkhxream,c9-python-getting-started,ybmlneou,2020-06-09,633,580,14,3,0
kdascblm,2019-1-OSS-E3,ynxyxocv,2019-05-28,7,1,4,1,0
rkhxream,c9-python-getting-started,ybmlneou,2020-06-10,1652,1201,16,9,0
rkhxream,c9-python-getting-started,lbfgdond,2020-05-31,12,2,1,4,0
kdascblm,2019-1-OSS-E4,mfupziin,2019-05-28,140,0,2,1,0
sfouyrgk,2020-2-OSS-8,vcqjzepb,2020-12-06,170,90,24,9,0
kdascblm,2019-1-OSS-L3,cmltaexl,2019-06-06,398,403,7,7,0
kdascblm,2019-1-OSS-L3,cmltaexl,2019-06-07,368,383,4,4,0
kdascblm,2019-1-OSS-L3,cmltaexl,2019-06-05,45,45,1,1,0
pjzqkcwk,backend,vhjnlesb,2022-12-28,829,743,9,3,0
pjzqkcwk,backend,vhjnlesb,2022-09-19,76,116,2,1,0
pjzqkcwk,backend,vhjnlesb,2022-09-30,46,8,2,1,0
pjzqkcwk,backend,vhjnlesb,2022-12-15,327,282,3,1,0
pjzqkcwk,backend,vhjnlesb,2022-09-01,343,191,5,2,0
pjzqkcwk,backend,vhjnlesb,2022-11-01,32287,19,3,1,0
sfouyrgk,2020-2-OSS-8,vcqjzepb,2020-12-07,2,4,2,1,0
pjzqkcwk,backend,vhjnlesb,2022-08-25,5500,5,6,2,0
mucaqkna,BAEKJOON,cfqyiryl,2023-01-06,87,0,4,2,0
pjzqkcwk,backend,vhjnlesb,2022-12-27,947,64490,10,5,0
mucaqkna,BAEKJOON,vhjnlesb,2023-01-03,66,0,1,1,0
pjzqkcwk,backend,vhjnlesb,2022-12-29,8,28,4,2,0
sfouyrgk,2020-2-OSS-8,vcqjzepb,2020-11-14,716,0,1,1,0
pjzqkcwk,backend,vhjnlesb,2022-10-11,37,2669,4,1,0
pjzqkcwk,backend,vhjnlesb,2022-10-13,1328,880,2,1,0
pjzqkcwk,backend,vhjnlesb,2022-10-06,84,214,2,1,0
pjzqkcwk,backend,vhjnlesb,2022-10-04,542,820,3,1,0
pjzqkcwk,backend,vhjnlesb,2022-09-20,78,2,2,1,0
pjzqkcwk,backend,vhjnlesb,2022-11-02,52,618,3,1,0
mucaqkna,BAEKJOON,cfqyiryl,2023-01-07,49,0,1,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-09-19,76,116,2,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-09-30,46,8,2,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-12-15,327,282,3,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-09-01,343,191,5,2,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-11-01,32287,19,3,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-08-25,5500,5,6,2,0
sfouyrgk,free-python-games,thwqqent,2020-11-30,449,90,9,4,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-10-11,37,2669,4,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-10-13,1328,880,2,1,0
sfouyrgk,Instagram-Camera-Button,bsdaxbfv,2020-11-29,15,14,3,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-10-06,84,214,2,1,0
sfouyrgk,PySnooper-8,vcqjzepb,2020-12-05,1210,1034,6,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-10-04,542,820,3,1,0
sfouyrgk,PySnooper-8,vcqjzepb,2020-12-04,290,260,5,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-09-20,78,2,2,1,0
sfouyrgk,PySnooper-8,nhovfvka,2020-12-05,24,0,2,1,0
sfouyrgk,PySnooper-8,nhovfvka,2020-12-07,20,0,2,1,0
pjzqkcwk,backendNodeJS,vhjnlesb,2022-11-02,52,618,3,1,0
sfouyrgk,PySnooper-8,vcqjzepb,2020-12-03,85,87,3,1,0
sfouyrgk,PySnooper-8,vcqjzepb,2020-11-29,0,5,3,1,0
pjzqkcwk,frontend,vhjnlesb,2022-11-15,3,3,3,1,0
pjzqkcwk,frontend,vhjnlesb,2022-11-22,850,418,8,3,0
bbweorzv,1day2solve,bbweorzv,2023-02-21,242,0,3,1,0
pjzqkcwk,frontend,vhjnlesb,2022-08-03,3332,731,21,5,0
pjzqkcwk,frontend,vhjnlesb,2022-07-25,335,271,7,2,0
osrzlwsr,LSC-Systems,fovhdtqk,2020-07-07,344,14,7,1,0
pjzqkcwk,frontend,vhjnlesb,2022-07-21,672,169,5,2,0
pjzqkcwk,frontend,vhjnlesb,2022-12-28,292,229,5,3,0
pjzqkcwk,frontend,vhjnlesb,2022-11-02,707,444,7,3,0
osrzlwsr,LSC-Systems,fovhdtqk,2020-07-15,78,37,2,1,0
pjzqkcwk,frontend,vhjnlesb,2022-08-16,15123,15874,5,1,0
pjzqkcwk,frontend,vhjnlesb,2022-09-19,124,20,2,1,0
pjzqkcwk,frontend,vhjnlesb,2022-11-11,41454,20850,15,3,0
pjzqkcwk,frontend,vhjnlesb,2022-08-05,231,98,4,2,0
pjzqkcwk,frontend,vhjnlesb,2022-08-04,515,254,12,3,0
pjzqkcwk,frontend,vhjnlesb,2022-08-10,2063,115,4,1,0
pjzqkcwk,frontend,vhjnlesb,2022-10-06,502,417,7,2,0
pjzqkcwk,frontend,vhjnlesb,2022-08-08,8,6,3,1,0
pjzqkcwk,frontend,vhjnlesb,2022-10-11,144,104,4,1,0
hmhrxirp,dunshboard,hmhrxirp,2022-10-23,1364,272,6,2,0
pjzqkcwk,frontend,vhjnlesb,2022-09-16,97,2638,2,1,0
hmhrxirp,dunshboard,hmhrxirp,2022-10-16,385,69,4,1,0
pjzqkcwk,frontend,vhjnlesb,2022-11-05,468,333,6,2,0
pjzqkcwk,frontend,vhjnlesb,2022-10-25,46,18,4,2,0
pjzqkcwk,frontend,vhjnlesb,2022-09-13,176,154,2,1,0
pjzqkcwk,frontend,vhjnlesb,2022-09-20,5626,94,2,1,0
pjzqkcwk,frontend,vhjnlesb,2022-07-22,388,176,4,2,0
hmhrxirp,myarad,hmhrxirp,2022-10-23,1364,272,6,2,0
pjzqkcwk,frontend,vhjnlesb,2022-09-30,414,296,9,2,0
hmhrxirp,myarad,hmhrxirp,2022-10-16,385,69,4,1,0
pjzqkcwk,frontend,vhjnlesb,2022-12-14,39,52,2,1,0
pjzqkcwk,frontend,vhjnlesb,2022-08-09,25347,1149,4,1,0
pjzqkcwk,frontend,vhjnlesb,2022-07-26,831,346,6,3,0
pjzqkcwk,frontend,vhjnlesb,2022-09-01,59,57,3,1,0
pjzqkcwk,frontend,vhjnlesb,2022-11-08,26,20,3,1,0
pjzqkcwk,frontend,vhjnlesb,2022-08-25,2711,4342,2,1,0
pjzqkcwk,frontend,vhjnlesb,2022-10-26,384,158,2,1,0
pjzqkcwk,frontend,vhjnlesb,2022-10-27,188,54,1,1,0
pjzqkcwk,frontend,vhjnlesb,2022-11-07,20,2,1,1,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-11-15,3,3,3,1,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-11-22,850,418,8,3,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-08-03,3332,731,21,5,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-07-25,335,271,7,2,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-07-21,672,169,5,2,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-11-02,707,444,7,3,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-08-16,15123,15874,5,1,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-09-19,124,20,2,1,0
uvncbhon,GestureAction,uvncbhon,2022-06-29,413,74,8,1,0
wrurahqv,Code-Everyday-2020,wrurahqv,2020-01-19,170,3,6,1,0
dvzkrvad,icampus-manager,dvzkrvad,2022-10-22,744,118,8,1,0
dvzkrvad,icampus-manager,dvzkrvad,2022-10-19,408,105,8,1,0
dvzkrvad,icampus-manager,dvzkrvad,2022-10-21,433,120,5,1,0
dvzkrvad,RTSP_ns-3,dvzkrvad,2022-05-11,3661,1968,12,2,0
sparozlc,Mindustry,abanyckv,2020-12-24,2,1,1,1,0
sparozlc,Mindustry,abanyckv,2020-11-14,5,5,3,1,0
sparozlc,Mindustry,abanyckv,2020-11-12,1,1,1,1,0
hqyecjfu,airflow,tglnnpqf,2022-01-01,3,3,1,1,0
knzibfjo,EMDC_llvm,blogvbog,2022-07-27,1,0,1,1,0
ynmizpps,p4-opt-5-vibrhanium-,rmvzbbhu,2021-06-08,144,400,3,1,0
ynmizpps,p4-opt-5-vibrhanium-,rmvzbbhu,2021-06-07,166,95,7,1,0
ynmizpps,p4-opt-5-vibrhanium-,rmvzbbhu,2021-06-04,472,199,4,1,0
cyebzjdb,awesome-devblog,kkgolznk,2021-06-01,4,0,1,1,0
ynmizpps,p4-opt-5-vibrhanium-,rmvzbbhu,2021-06-19,3111,16,6,2,0
werxexcp,2021_OSS_pyunawa,werxexcp,2021-11-12,61381,0,1,2,0
ikrumqno,OSS-Project-Team6,lgtsdsjk,2021-05-13,1024,839,2,1,0
udjrrryv,theClock,wlgqvupv,2021-05-23,1506,300,7,1,0
bohojnej,Liminal-Space,bohojnej,2022-05-01,4576,377,3,1,0
wdmqsbmx,mechasolution-platform,uxwpsxvy,2022-08-12,1748,584,12,1,0
udjrrryv,theClock,wlgqvupv,2021-05-06,51,1,3,1,0
cieigqyo,face_shape_classification,qluztmzh,2022-01-13,116,5,7,1,0
cieigqyo,react_frontend,qluztmzh,2022-01-17,40120,38353,8,3,0
cieigqyo,react_frontend,qluztmzh,2022-01-18,38088,16777,9,2,0
lcizbtay,creator_prop_analyzer,lcizbtay,2022-10-25,145,474,3,3,0
udjrrryv,theClock,wlgqvupv,2021-05-07,519,0,1,1,0
bohojnej,OSS_Collab,bohojnej,2021-05-18,1,0,3,1,0
bohojnej,OSS_Collab,bohojnej,2021-05-24,1080,859,5,2,0
bohojnej,OSS_Collab,bohojnej,2021-05-25,2622,2522,16,2,0
bohojnej,OSS_Collab,bohojnej,2021-05-22,429,169,3,1,0
bohojnej,OSS_Collab,bohojnej,2021-05-20,66,1,2,1,0
bohojnej,scre,bohojnej,2023-02-16,28701,1027,12,1,0
bohojnej,scre,bohojnej,2023-02-15,2231,38,5,1,0
xyanlalz,final-project-level3-nlp-01,srpmrxlr,2022-06-10,788,99,4,1,0
bohojnej,skku-todo-2,bohojnej,2021-05-07,368,280,4,2,0
udjrrryv,VaNSum_web,fuolkogo,2022-01-08,10,9,1,1,0
xyanlalz,final-project-level3-nlp-01,srpmrxlr,2022-06-07,63177,152,1,1,0
xyanlalz,final-project-level3-recsys-13,lcizbtay,2022-05-28,3669,3,1,1,0
bohojnej,XReal_Design_team2,bohojnej,2022-05-01,4576,377,3,1,0
ynmizpps,p1-img-olenmg,rmvzbbhu,2021-05-06,112,20,4,2,0
ynmizpps,p2-tab-olenmg,rmvzbbhu,2021-05-06,74,4,2,1,0
ynmizpps,p4-opt-5-vibrhanium-,rmvzbbhu,2021-06-03,320,169,19,5,0
ynmizpps,p4-opt-5-vibrhanium-,rmvzbbhu,2021-06-05,161,175,6,1,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-02-04,1817,412,21,5,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-02-05,459,151,12,4,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-01-11,1441,423,10,1,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-01-25,0,4042,2,2,0
ikrumqno,OSS-Project-Team6,lgtsdsjk,2021-05-17,465,6,3,1,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-01-10,30224,99,4,2,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-02-02,1045,116,14,3,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-02-03,1375,247,9,1,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-01-17,1993,1,2,1,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2023-02-08,1576,305,9,1,0
gnaytozf,final-project-level3-recsys-01,bbweorzv,2022-12-22,43,40,2,1,0
eohiefuz,Web35-CryptoGraph,thwqqent,2022-11-21,169,130,7,2,0
gtxztfzd,Meshki,wrurahqv,2020-02-01,1,1,1,1,0
gnaytozf,level2_dkt_recsys-level2-recsys-01,bbweorzv,2022-12-05,14,11,3,1,0
gnaytozf,level2_dkt_recsys-level2-recsys-01,bbweorzv,2022-12-01,376,398,3,3,0
gnaytozf,level2_dkt_recsys-level2-recsys-01,bbweorzv,2022-11-23,1,1,1,2,0
vpsrwmeg,level1_bookratingprediction_recsys-level1-recsys-02,bbweorzv,2022-11-01,3206,129,3,1,0
vpsrwmeg,level1_bookratingprediction_recsys-level1-recsys-02,bbweorzv,2022-10-29,4920,234,2,1,0
lcizbtay,Boostcamp-AI-Tech-Product-Serving,lcizbtay,2022-06-01,19,1,2,1,0
vpsrwmeg,level1_bookratingprediction_recsys-level1-recsys-02,bbweorzv,2022-10-27,6464,0,2,1,0
lcizbtay,creator_prop_analyzer,lcizbtay,2022-10-24,31,16,18,6,0
bsdaxbfv,NetProject,bsdaxbfv,2022-05-18,61,35,2,2,0
bsdaxbfv,NetProject,bsdaxbfv,2022-05-30,4992,1305,1,1,0
kvtqufzd,omnia,kkgolznk,2021-04-10,318,12198,6,1,0
bsdaxbfv,SKKU-Helper,hcudwecv,2022-11-14,328,138,8,2,0
eohiefuz,Web35-CryptoGraph,thwqqent,2022-12-10,1124,776,14,1,0
kvtqufzd,omnia,kkgolznk,2021-04-09,854,118,2,1,0
epnwdhlm,OSS_team6_weak12_practice,byackmcb,2020-11-24,1,0,1,1,0
dvyomxsu,Week4-GitHubClass-SKG,tpevktga,2022-06-28,19,0,1,1,0
ukzffjtd,Stock_Crawling,anprrcqo,2021-11-16,83,0,1,1,0
jljdqjtg,project-react-4-yujong-lee,pwjigyki,2021-07-15,236,330,8,4,0
jljdqjtg,project-react-4-yujong-lee,pwjigyki,2021-06-30,41262,0,19,1,0
jljdqjtg,project-react-4-yujong-lee,pwjigyki,2021-07-16,616,566,12,6,0
jljdqjtg,project-react-4-yujong-lee,pwjigyki,2021-07-24,762,992,4,2,0
jljdqjtg,project-react-4-yujong-lee,pwjigyki,2021-07-17,294,22,2,1,0
jljdqjtg,project-react-4-yujong-lee,pwjigyki,2021-07-13,597,129,11,5,0
jljdqjtg,project-react-4-yujong-lee,pwjigyki,2021-07-18,28,20,2,1,0
jljdqjtg,project-react-4-yujong-lee,pwjigyki,2021-07-14,26,12,2,1,0
dycwhwym,pr1,anprrcqo,2021-05-06,4,2,2,2,0
zyowkfsi,holy_web,zyowkfsi,2022-08-29,31873,4187,6,1,0
xqdbcihj,seq2seq,xqdbcihj,2021-05-09,25,16,2,1,0
uxwpsxvy,Mechasolution,uxwpsxvy,2022-05-21,688,0,2,1,0
xqdbcihj,seq2seq,xqdbcihj,2021-05-17,10,3,2,2,0
xqdbcihj,seq2seq,xqdbcihj,2021-03-24,38,24,1,1,0
xqdbcihj,seq2seq,xqdbcihj,2021-05-02,46,43,4,1,0
xqdbcihj,seq2seq,xqdbcihj,2020-12-19,318,12,3,1,0
xqdbcihj,seq2seq,xqdbcihj,2021-05-24,17,7,1,1,0
xqdbcihj,seq2seq,xqdbcihj,2021-04-29,482,361,7,1,0
xqdbcihj,seq2seq,xqdbcihj,2022-11-16,32,0,2,1,0
xqdbcihj,seq2seq,xqdbcihj,2021-03-28,9,12,1,1,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-07-05,1529,392,11,4,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-07-15,543,123,11,2,0
xqdbcihj,seq2seq,xqdbcihj,2021-05-03,131,46,4,1,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-07-06,474,57,5,1,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-07-19,240,133,7,1,0
xqdbcihj,seq2seq,xqdbcihj,2021-05-18,15,3,1,1,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-09-20,721,717,5,1,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-10-02,364,320,7,2,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-07-29,178,89,7,1,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-07-24,199,195,5,2,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-08-01,253,10,4,1,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2021-12-20,489,86,7,3,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2021-12-26,151,28,7,2,0
xqdbcihj,seq2seq,xqdbcihj,2021-04-28,38,34,4,1,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2021-12-19,154,35,5,2,0
xqdbcihj,seq2seq,xqdbcihj,2021-05-30,94,13,1,1,0
xqdbcihj,transformers-tf-finetune,xqdbcihj,2021-07-08,321,2,3,1,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2022-01-14,295,1,5,3,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2021-12-17,1692,76,14,3,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2022-01-11,178,10,5,1,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2021-12-21,175,6,4,1,0
xqdbcihj,url-shortener-go,xqdbcihj,2021-06-04,712,153,19,5,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2022-01-23,1,0,1,1,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2022-01-09,16,13,2,1,0
xqdbcihj,url-shortener-go,xqdbcihj,2021-06-08,21,0,1,1,0
xqdbcihj,slack-waiter-bot,xqdbcihj,2021-08-13,103,15,3,1,0
xqdbcihj,slack-waiter-bot,xqdbcihj,2021-10-25,28,1,1,1,0
xqdbcihj,slack-waiter-bot,xqdbcihj,2021-07-15,85,12,2,2,0
xqdbcihj,WordCloud-from-NaverBlog,xqdbcihj,2020-11-29,523,89,10,1,0
xqdbcihj,slack-waiter-bot,xqdbcihj,2021-08-02,168,50,10,2,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2022-03-03,10,8,3,1,0
jyklaafk,2022-network-project-team5,mrjxuios,2022-05-18,938,8,5,2,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2022-07-11,29,8,1,1,0
jyklaafk,2022-network-project-team5,mrjxuios,2022-05-29,740,6,4,1,0
xqdbcihj,slack-waiter-bot,xqdbcihj,2021-08-09,854,561,12,1,0
xqdbcihj,2021-dialogue-summary-competition,xqdbcihj,2022-01-08,2,2,1,1,0
xqdbcihj,slack-waiter-bot,xqdbcihj,2021-07-12,92,11,4,2,0
xqdbcihj,slack-waiter-bot,xqdbcihj,2022-07-07,212,1,1,1,0
xqdbcihj,slack-waiter-bot,xqdbcihj,2022-02-18,69,22,2,2,0
xqdbcihj,speech-recognition,xqdbcihj,2021-06-07,602,144,10,2,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-19,88,49,7,2,0
xqdbcihj,speech-recognition,xqdbcihj,2022-11-16,118,285,8,1,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-05,24022,26,7,2,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-29,774,168,11,1,0
xqdbcihj,speech-recognition,xqdbcihj,2021-06-05,702,284,13,1,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-06,204,65,8,1,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-11,8256,8,7,1,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-30,116,81,6,2,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-10,483,44,7,1,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-04,356,222,9,2,0
xqdbcihj,speech-recognition,xqdbcihj,2021-05-09,43,16,2,1,0
xqdbcihj,speech-recognition,xqdbcihj,2021-06-08,52,26,3,1,0
xqdbcihj,infinite-former,xqdbcihj,2023-02-07,6718,3003,27,2,0
xqdbcihj,infinite-former,xqdbcihj,2023-02-08,1,1,1,1,0
xqdbcihj,spiking-neural-network,xqdbcihj,2021-07-18,500,65,13,3,0
xqdbcihj,spiking-neural-network,xqdbcihj,2021-07-11,493,18,6,1,0
xqdbcihj,quick-slack,xqdbcihj,2020-12-27,850,234,26,1,0
xqdbcihj,quick-slack,xqdbcihj,2021-01-05,12,0,1,1,0
xqdbcihj,quickspacer,xqdbcihj,2020-11-22,97,32,13,2,0
xqdbcihj,quickspacer,xqdbcihj,2020-11-25,12824,62,1,1,0
xqdbcihj,torch-nlp-classifier-template,xqdbcihj,2020-09-17,166,21,4,1,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2021-06-24,8532,112,11,1,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2021-07-13,44,24,5,1,0
xqdbcihj,quickspacer,xqdbcihj,2022-11-16,32,0,2,2,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2022-04-18,111,11,5,1,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2021-07-04,83,52,7,2,0
vxljpxfa,2021_OSS_pyunawa,werxexcp,2021-11-25,2,0,2,1,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2021-07-28,34,15,3,1,0
xqdbcihj,quickspacer,xqdbcihj,2022-11-25,1,1,1,1,0
xqdbcihj,seq2seq,xqdbcihj,2020-12-12,474,64,8,1,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2021-06-18,680,192,3,1,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2021-07-01,60,8,2,1,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2023-02-24,10,9,1,1,0
xqdbcihj,transformers-bart-pretrain,xqdbcihj,2023-02-08,4,7,2,1,0
ppicncro,Etc-AlgorithmPractice,asvpyioe,2020-11-23,173,7,2,2,0
ppicncro,Etc-AlgorithmPractice,asvpyioe,2020-11-19,176,0,1,1,0
ppicncro,Etc-AlgorithmPractice,asvpyioe,2020-10-04,488,0,1,1,0
pxpblyew,novelish-frontend,pwontmnm,2021-12-12,482,178,3,1,0
pxpblyew,novelish-frontend,pwontmnm,2021-12-11,33,25,1,1,0
pxpblyew,web_survey,pwontmnm,2022-05-16,1594,289,3,1,0
pxpblyew,web_survey,pwontmnm,2022-04-29,717,40,1,1,0
pxpblyew,web_survey,pwontmnm,2022-05-11,4,4,2,1,0
pxpblyew,web_survey,pwontmnm,2022-04-21,129,60,1,1,0
pxpblyew,web_survey,pwontmnm,2022-05-02,71,18,1,1,0
ppicncro,Algorithm-Practice,asvpyioe,2020-11-23,173,7,2,2,0
ppicncro,Algorithm-Practice,asvpyioe,2020-11-19,176,0,1,1,0
ppicncro,Algorithm-Practice,asvpyioe,2020-10-04,488,0,1,1,0
ppicncro,IndividualProjcet-WebtoonRecommendation,ppicncro,2022-08-16,94256,43607,6,1,0
ppicncro,IndividualProjcet-WebtoonRecommendation,ppicncro,2022-09-06,1294515,62933,8,4,0
ppicncro,DeveloperAcademy-NC1-FormatDescription,ppicncro,2022-04-28,932,6,5,1,0
ppicncro,DeveloperAcademy-NC2-WebtoonRecommendation,ppicncro,2022-11-07,2586850,1294697,10,1,0
ppicncro,DeveloperAcademy-NC2-WebtoonRecommendation,ppicncro,2022-09-06,2590731,189154,22,4,0
ppicncro,DeveloperAcademy-NC2-WebtoonRecommendation,ppicncro,2022-08-16,94867,43676,8,1,0
nfkrwywr,dokkang-server,xqdbcihj,2022-11-16,540,2,4,2,0
nfkrwywr,dokkang-server,xqdbcihj,2022-10-05,554,5,10,3,0
undrxfiv,2021-Hackathon-Simulator,tglnnpqf,2021-11-06,140,35,8,1,0
pitntdrw,OSSP_CoP1,fvzemexh,2021-05-06,2,1,1,2,0
rztzeufo,MC2-Team11-NDOM,ppicncro,2022-06-16,1091,609,8,2,0
rztzeufo,MC2-Team11-NDOM,ppicncro,2022-06-14,1387,964,6,2,0
rztzeufo,MC2-Team11-NDOM,ppicncro,2022-06-11,325,257,4,1,0
rztzeufo,MC2-Team11-NDOM,ppicncro,2022-06-09,0,24,1,1,0
nfkrwywr,dokkang-application,xqdbcihj,2022-11-13,300,37,8,1,0
nfkrwywr,dokkang-application,qmaviegi,2022-10-27,112,2,6,1,0
nfkrwywr,dokkang-application,xqdbcihj,2022-10-26,4,4,2,1,0
nfkrwywr,dokkang-application,xqdbcihj,2022-11-10,29,3,2,1,0
nfkrwywr,dokkang-application,xqdbcihj,2022-10-22,41,0,1,1,0
nfkrwywr,dokkang-application,qmaviegi,2022-10-14,146,0,2,1,0
nfkrwywr,dokkang-application,xqdbcihj,2022-11-20,2,2,1,1,0
nfkrwywr,dokkang-application,xqdbcihj,2022-11-17,2,2,1,1,0
nfkrwywr,dokkang-server,xqdbcihj,2022-10-22,125,163,14,1,0
nfkrwywr,dokkang-server,xqdbcihj,2022-10-31,3,3,1,1,0
nfkrwywr,dokkang-server,xqdbcihj,2022-11-13,13,17,4,1,0
ipcorhaq,OSSP_final,asqertcj,2021-05-24,14,13,5,0,0
ipcorhaq,OSSP_final,zypnwnqd,2021-05-22,384,270,8,0,0
niygvsps,webControllerv2,iamujcuc,2021-11-23,22,3,1,0,0
ipcorhaq,OSSP_final,asqertcj,2021-05-16,154,137,2,0,0
pjzqkcwk,ViPYtoJS,vhjnlesb,2022-12-13,18,56,2,0,0
niygvsps,Yolov5_DeepSort_Pytorch,asvpyioe,2021-11-23,171,98,4,0,0
ipcorhaq,OSSP_final,asqertcj,2021-05-23,11,11,2,0,0
rkhxream,2020-1-OSS-2,ybmlneou,2020-05-28,374,81,14,0,0
rkhxream,2020-1-OSS-2,ybmlneou,2020-05-24,209,117,19,0,0
niygvsps,Yolov5_DeepSort_Pytorch,zymhxlmp,2021-07-19,67,112,3,0,0
rkhxream,2020-1-OSS-2,lbfgdond,2020-05-17,2853,64,21,0,0
niygvsps,Yolov5_DeepSort_Pytorch,asvpyioe,2021-12-15,15,62,3,0,0
rkhxream,2020-1-OSS-4,xedzgfvf,2020-05-23,67,36,32,0,0
sjadhyni,RoadKeeper_Front,gpjurxkp,2023-02-22,22,10,5,0,0
niygvsps,Yolov5_DeepSort_Pytorch,zymhxlmp,2021-07-09,44826,45,1,0,0
